model_type,fold,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
combined,1,0.7728706624605678,0.7616940972189967,0.7734051205058389,0.7577378536299877,0.7667129420849877
combined,2,0.7567140600315956,0.7476467723867376,0.7569164385784088,0.7503436734205965,0.7475413496580545
combined,3,0.7582938388625592,0.7433086126119378,0.7586257681567872,0.7415815012873836,0.7451732311126612
combined,4,0.7962085308056872,0.7879478366859111,0.7960570758301226,0.7897967326247753,0.7862352856833859
combined,5,0.7788309636650869,0.7639081976580764,0.7788495829071325,0.763699799931684,0.7641215022010112
